@relation 'SOformatnew-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-Cfirst-Lfirst-last-V-M-weka.filters.unsupervised.attribute.RenameNominalValues-R4-NAt least once each week:2-weka.filters.unsupervised.attribute.RenameNominalValues-R4-N2:At least once each week-weka.filters.unsupervised.attribute.RenameNominalValues-R4-NOnce or twice:2,Several times:4,At least once each week:6,At least once each day:8-weka.filters.unsupervised.attribute.RenameNominalValues-R6-NOnce or twice:2,Several times:4,At least once each week:6,At least once each day:8-weka.filters.unsupervised.attribute.RenameNominalValues-R9,10,11-NOnce or twice:2,Several times:4,At least once each week:6,At least once each day:8-weka.filters.unsupervised.attribute.RenameNominalValues-R12-19-NStrongly disagree:0,Disagree:2,Somewhat agree:4,Agree:6,Strongly agree:8-weka.filters.unsupervised.attribute.StringToNominal-R7-weka.filters.unsupervised.attribute.StringToNominal-R8-weka.filters.unsupervised.attribute.StringToNominal-R5-weka.filters.unsupervised.attribute.RenameNominalValues-R5,7,8-NOnce or twice:2,Several times:4,At least once each week:6,At least once each day:8-weka.filters.unsupervised.attribute.Copy-R2-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-Clast-Lfirst-last-V-M-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-C4-Lfirst-last-V-M-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-C6-Lfirst-last-V-M-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-C7-Lfirst-last-V-M-weka.filters.unsupervised.instance.RemoveWithValues-SInfinity-C2-Lfirst-last-V-M-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-unset-class-temporarily-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0'

@attribute StackOverflowDescribes numeric
@attribute StackOverflowDevices {'Desktop; iOS app','Desktop; iOS browser; iOS app; Android browser; Android app','Desktop; iOS browser; iOS app','Desktop; iOS browser; Android browser',Desktop,'Desktop; Android app','Desktop; Android browser; Android app','Desktop; Android browser','Desktop; iOS browser','Desktop; Other phone browser','Desktop; Android browser; Other phone browser','Desktop; iOS browser; Android browser; Android app','Desktop; iOS browser; iOS app; Android browser; Android app; Other phone browser','Desktop; Android browser; Android app; Other phone browser','Android browser','Desktop; iOS app; Android app','Desktop; iOS app; Android browser; Android app','Desktop; iOS browser; Android browser; Other phone browser','iOS browser; Other phone browser','Desktop; iOS browser; Other phone browser','Other phone browser','iOS browser','Desktop; iOS browser; iOS app; Android browser','Desktop; Android app; Other phone browser','Desktop; iOS browser; Android app','Android app','Android browser; Other phone browser','iOS app; Android app; Other phone browser','Desktop; iOS browser; iOS app; Other phone browser','iOS browser; Android browser; Android app','Desktop; iOS app; Android browser','iOS browser; iOS app','Desktop; iOS browser; Android browser; Android app; Other phone browser','Desktop; iOS browser; iOS app; Android browser; Other phone browser','Desktop; iOS app; Other phone browser','iOS app','iOS browser; Android app','Desktop; iOS browser; iOS app; Android app','iOS app; Android browser; Android app','Android browser; Android app','iOS browser; Android browser','iOS browser; iOS app; Android browser','Desktop; iOS app; Android browser; Other phone browser','iOS browser; iOS app; Android browser; Android app','iOS app; Android browser','Android app; Other phone browser','iOS app; Other phone browser'}
@attribute StackOverflowFoundAnswer numeric
@attribute StackOverflowCopiedCode numeric
@attribute StackOverflowJobListing numeric
@attribute StackOverflowCompanyPage numeric
@attribute StackOverflowJobSearch numeric
@attribute StackOverflowNewQuestion numeric
@attribute StackOverflowAnswer numeric
@attribute StackOverflowMetaChat numeric
@attribute StackOverflowAdsRelevant numeric
@attribute StackOverflowAdsDistracting numeric
@attribute StackOverflowModeration numeric
@attribute StackOverflowCommunity numeric
@attribute StackOverflowHelpful numeric
@attribute StackOverflowBetter numeric
@attribute StackOverflowWhatDo numeric
@attribute StackOverflowMakeMoney numeric
@attribute StackOverflowSatisfaction {'\'(-inf-3.333333]\'','\'(3.333333-6.666667]\'','\'(6.666667-inf)\''}

@data
3,'Desktop; Android app',6,0,4,2,2,4,4,2,4,0,2,8,8,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; iOS app',4,2,0,0,0,0,6,6,4,0,0,8,6,8,8,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',4,2,0,0,0,0,0,0,4,0,0,8,8,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; Android browser',6,0,0,0,0,0,2,0,2,2,2,4,6,6,0,2,'\'(6.666667-inf)\''
1,Desktop,6,4,0,0,0,0,0,0,6,0,0,4,6,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,0,0,0,0,0,0,4,2,2,8,6,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,4,4,0,4,0,2,4,4,2,2,8,6,6,0,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app',6,4,2,2,2,2,2,6,0,0,2,8,8,8,6,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,6,4,2,2,4,0,0,6,0,4,2,8,8,8,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',2,2,6,0,0,0,0,0,6,0,0,8,8,8,4,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; iOS app; Android browser; Android app',4,4,0,0,0,2,0,0,4,4,4,0,8,8,2,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; iOS app',4,0,0,0,0,0,0,0,2,2,0,2,8,8,4,2,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,0,0,0,2,0,0,2,4,4,2,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,2,2,0,2,0,0,0,2,0,2,6,4,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; Android browser',2,0,0,0,0,0,2,2,4,6,2,2,4,4,4,2,'\'(6.666667-inf)\''
3,Desktop,6,4,4,4,2,2,6,0,4,2,2,6,6,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; Android browser',6,4,2,0,2,2,2,2,4,2,4,4,6,6,6,2,'\'(6.666667-inf)\''
1,Desktop,6,4,0,0,0,0,0,0,2,2,4,0,8,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',4,0,0,0,0,0,0,0,2,0,0,0,6,8,0,2,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,2,2,0,2,0,0,2,6,6,4,2,'\'(6.666667-inf)\''
1,Desktop,2,0,0,0,0,0,0,0,4,0,0,2,4,4,8,0,'\'(6.666667-inf)\''
2,Desktop,4,4,0,0,0,0,2,0,0,2,6,4,6,6,4,2,'\'(6.666667-inf)\''
1,'Desktop; Other phone browser',4,4,0,0,0,0,0,0,6,0,2,8,8,6,2,0,'\'(6.666667-inf)\''
1,Desktop,2,4,0,0,0,0,0,0,4,0,0,8,6,8,2,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,4,0,0,0,0,0,0,4,2,0,6,8,8,6,0,'\'(6.666667-inf)\''
1,'Desktop; Android browser',6,0,0,0,0,0,0,0,4,0,4,4,8,8,8,4,'\'(6.666667-inf)\''
1,'Desktop; Android browser',4,0,0,0,0,0,0,0,4,4,4,2,6,6,0,6,'\'(6.666667-inf)\''
3,'Desktop; Android app',6,4,4,0,4,4,4,0,4,2,4,6,6,6,0,4,'\'(6.666667-inf)\''
3,'Desktop; Android browser',6,2,4,2,2,2,4,0,4,2,2,4,6,6,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,2,0,2,0,0,0,4,4,4,2,8,6,6,4,'\'(6.666667-inf)\''
3,Desktop,6,2,2,0,2,4,2,0,2,2,2,0,2,2,0,2,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app; Android browser; Android app',6,0,4,4,4,4,4,2,4,2,0,6,8,6,8,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',2,2,0,0,0,0,0,0,4,2,2,2,4,6,2,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',4,0,2,0,0,0,0,0,6,4,2,2,8,6,4,2,'\'(6.666667-inf)\''
1,Desktop,6,2,0,0,0,4,0,0,2,2,0,2,6,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android app',8,2,4,6,4,0,2,0,6,0,6,2,4,6,8,4,'\'(6.666667-inf)\''
1,Desktop,4,0,0,0,0,0,0,0,2,2,0,0,4,6,4,2,'\'(6.666667-inf)\''
1,Desktop,2,4,0,0,0,0,0,0,4,0,0,8,6,8,8,0,'\'(6.666667-inf)\''
1,'Desktop; Android browser',2,2,0,0,0,0,0,0,4,2,0,8,8,6,4,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',8,6,4,2,2,0,2,2,6,2,2,2,8,8,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',2,2,2,0,0,0,0,0,4,4,2,2,4,6,2,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',4,2,0,0,0,0,0,0,4,0,2,2,8,8,6,0,'\'(6.666667-inf)\''
3,Desktop,8,6,0,4,6,0,4,2,4,2,2,4,8,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',8,2,0,0,0,0,0,0,4,2,4,4,8,8,2,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,2,2,2,2,0,4,0,4,2,4,6,8,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',2,2,0,0,0,0,2,0,2,4,2,4,4,6,2,2,'\'(6.666667-inf)\''
1,Desktop,6,2,2,0,2,0,0,0,4,2,2,6,8,6,4,2,'\'(6.666667-inf)\''
2,Desktop,8,2,2,0,0,0,2,0,6,4,2,4,6,6,4,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; iOS app; Android browser; Android app; Other phone browser',6,6,0,0,0,2,0,2,6,2,2,6,6,6,2,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,2,0,0,0,0,0,0,2,0,0,0,6,8,4,0,'\'(6.666667-inf)\''
1,'Desktop; Android browser',8,4,0,0,0,0,0,0,4,0,0,8,6,8,8,0,'\'(6.666667-inf)\''
1,Desktop,4,2,2,0,0,0,0,0,4,0,0,8,8,6,4,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,2,0,0,0,2,2,0,4,2,2,6,6,6,4,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',8,2,2,0,2,0,0,0,4,0,0,4,4,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android app',2,0,0,0,0,0,2,0,2,2,2,2,6,2,4,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; iOS app; Android browser; Android app; Other phone browser',4,6,4,4,4,2,0,4,4,0,0,8,6,8,8,0,'\'(6.666667-inf)\''
2,Desktop,4,0,2,0,0,0,2,2,4,2,4,6,6,6,2,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',6,4,0,0,0,0,0,0,4,2,4,2,6,6,6,4,'\'(6.666667-inf)\''
3,Desktop,6,2,2,0,0,2,4,2,4,4,4,8,8,6,4,2,'\'(6.666667-inf)\''
2,'Desktop; Other phone browser',4,2,0,0,0,0,0,0,2,2,0,2,6,4,6,0,'\'(6.666667-inf)\''
2,Desktop,4,4,2,0,0,2,4,2,0,8,2,4,4,8,4,4,'\'(6.666667-inf)\''
3,'Desktop; iOS browser',6,2,2,2,2,0,0,0,6,2,0,4,8,8,8,2,'\'(6.666667-inf)\''
2,Desktop,6,2,0,0,0,0,2,2,6,4,2,2,8,8,8,2,'\'(6.666667-inf)\''
3,'Desktop; Android app',4,4,2,0,0,2,2,0,6,2,0,6,6,8,4,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',6,2,0,0,0,0,0,0,2,6,2,4,6,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Android app',6,6,0,0,0,2,4,2,0,0,4,4,8,6,2,2,'\'(6.666667-inf)\''
2,Desktop,6,6,4,0,0,2,0,4,2,2,2,2,8,8,8,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',6,4,0,2,0,0,0,0,4,2,2,0,8,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; Android browser',4,0,0,0,0,2,0,0,4,2,4,2,6,8,0,2,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,0,2,0,4,4,4,2,4,4,2,4,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,2,2,0,0,0,2,0,2,2,2,4,6,4,4,2,'\'(6.666667-inf)\''
3,Desktop,6,2,0,0,0,2,2,0,4,0,0,4,6,6,4,0,'\'(6.666667-inf)\''
3,Desktop,4,2,0,0,0,0,0,0,4,0,2,8,8,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; Android app',6,4,4,4,4,2,4,0,6,2,0,6,8,8,8,0,'\'(6.666667-inf)\''
1,Desktop,2,0,0,0,0,0,0,0,2,2,2,2,4,4,0,2,'\'(6.666667-inf)\''
1,Desktop,8,6,2,2,0,0,0,0,6,2,0,4,8,6,8,0,'\'(6.666667-inf)\''
3,Desktop,6,0,2,0,2,2,2,0,2,2,2,2,6,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,4,0,4,2,2,0,4,2,2,6,8,8,6,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',8,4,4,2,2,2,2,0,8,0,0,4,6,8,8,2,'\'(6.666667-inf)\''
2,Desktop,4,2,2,0,2,0,0,0,4,2,2,2,6,6,2,2,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app',6,4,0,0,0,4,6,0,2,4,2,8,8,6,4,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Other phone browser',8,8,2,0,2,2,4,0,8,6,4,6,8,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',8,0,4,0,0,0,2,0,6,2,2,4,8,8,4,2,'\'(6.666667-inf)\''
1,Desktop,4,4,0,4,0,0,0,0,2,2,2,2,8,8,2,2,'\'(6.666667-inf)\''
2,Desktop,6,0,0,0,0,0,0,0,4,4,2,4,6,8,4,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',0,0,0,0,0,2,2,0,4,2,2,4,8,6,2,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,0,0,2,0,0,2,0,4,2,0,6,6,6,2,0,'\'(6.666667-inf)\''
3,'Desktop; iOS app',6,4,2,0,2,2,0,0,4,2,2,4,8,8,6,2,'\'(6.666667-inf)\''
3,'Desktop; iOS app',2,2,0,0,0,0,0,0,2,2,2,4,6,6,4,4,'\'(6.666667-inf)\''
1,Desktop,4,2,2,0,0,0,0,0,6,4,2,0,6,6,2,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',6,2,8,6,2,4,4,0,8,4,2,8,6,6,6,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,6,2,0,0,0,0,0,6,0,0,2,8,8,2,0,'\'(6.666667-inf)\''
2,Desktop,6,0,0,0,0,0,0,0,2,2,6,4,6,8,6,2,'\'(6.666667-inf)\''
2,Desktop,6,0,2,0,0,0,0,0,6,2,0,4,6,8,8,0,'\'(6.666667-inf)\''
1,'Desktop; Android browser',8,4,4,2,2,0,0,0,6,2,2,2,6,6,6,0,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,0,0,0,2,4,2,4,6,6,6,2,'\'(6.666667-inf)\''
2,Desktop,6,4,4,0,2,2,0,0,4,2,2,6,6,8,8,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',8,0,0,0,0,0,2,0,2,2,2,4,8,8,6,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',6,2,2,0,0,4,4,8,4,2,2,8,6,8,4,0,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app',6,2,2,2,0,4,4,2,6,2,2,6,6,6,8,0,'\'(6.666667-inf)\''
3,'Desktop; Android app',8,4,2,2,4,2,2,0,4,0,0,6,8,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,4,0,0,0,0,0,0,2,2,2,2,6,4,4,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',6,2,0,0,0,2,2,0,4,0,4,4,8,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,0,2,0,0,2,0,4,2,0,6,6,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,2,0,0,0,0,0,0,4,2,2,4,6,8,4,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',6,2,4,0,0,0,0,0,6,0,0,8,8,8,0,0,'\'(6.666667-inf)\''
1,Desktop,4,0,2,2,0,0,0,0,2,2,2,2,6,2,0,4,'\'(6.666667-inf)\''
2,'Desktop; Android app',6,6,0,0,0,6,4,2,4,0,4,6,8,8,8,0,'\'(6.666667-inf)\''
3,Desktop,8,8,2,0,2,2,4,4,0,4,4,8,8,8,8,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,2,0,0,0,0,2,0,0,6,2,0,8,6,6,4,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,4,0,0,2,0,0,0,4,0,2,8,8,8,6,2,'\'(6.666667-inf)\''
2,Desktop,6,4,4,0,2,0,0,0,6,2,4,4,8,8,4,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,2,0,0,0,0,4,0,4,2,2,4,8,6,6,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',4,0,0,0,0,0,0,0,4,2,4,2,8,8,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Android app',4,0,2,0,0,0,2,0,2,0,0,2,6,6,4,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser',2,2,2,2,2,4,6,4,2,0,4,6,6,6,4,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',4,2,8,0,2,0,0,0,8,0,2,4,8,8,8,2,'\'(6.666667-inf)\''
3,'Desktop; Android app',6,2,4,2,0,0,0,0,6,8,4,2,8,6,6,2,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; Android browser',8,4,6,8,6,0,2,0,8,0,0,8,8,8,8,0,'\'(6.666667-inf)\''
1,Desktop,4,4,0,0,0,0,0,0,4,6,2,6,8,8,8,4,'\'(6.666667-inf)\''
2,Desktop,6,6,2,4,2,2,2,0,4,2,2,6,8,6,4,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',6,2,2,0,2,0,0,0,4,2,2,4,6,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,4,4,4,4,4,4,4,2,2,2,6,6,8,6,2,'\'(6.666667-inf)\''
1,'Desktop; Other phone browser',4,0,0,0,0,0,0,0,4,2,2,2,4,6,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Other phone browser',4,0,2,0,0,2,0,0,4,2,2,0,6,8,4,0,'\'(6.666667-inf)\''
2,Desktop,6,0,2,0,0,0,2,0,4,4,4,6,8,6,8,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',8,4,0,0,0,0,0,0,4,0,0,8,6,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; iOS app',6,6,4,4,2,4,4,0,6,2,4,4,6,8,6,2,'\'(6.666667-inf)\''
3,Desktop,4,2,0,0,0,0,2,0,2,4,4,2,6,4,2,2,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,2,2,0,4,4,2,6,6,8,8,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',8,0,0,0,0,0,0,0,2,2,0,2,8,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android app',6,2,0,0,0,0,0,0,4,2,2,6,8,8,0,0,'\'(6.666667-inf)\''
3,Desktop,6,2,0,0,0,4,4,0,0,2,4,8,8,6,4,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,0,0,0,0,0,0,0,2,2,0,4,6,6,4,4,'\'(6.666667-inf)\''
2,Desktop,6,6,0,0,0,2,0,0,2,0,2,2,4,8,4,4,'\'(6.666667-inf)\''
2,Desktop,4,4,0,0,0,0,0,0,4,2,2,4,8,6,8,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',6,2,0,0,2,2,0,0,2,2,2,4,8,8,8,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',6,4,0,0,0,0,0,0,4,0,0,4,8,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android app',8,4,2,2,0,0,2,0,6,2,0,8,6,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,0,0,0,0,2,0,0,0,4,6,0,6,8,0,2,'\'(6.666667-inf)\''
1,Desktop,6,6,0,0,0,0,0,0,2,2,2,4,6,6,4,2,'\'(6.666667-inf)\''
3,Desktop,2,0,2,0,2,0,0,0,0,2,0,4,6,8,4,4,'\'(6.666667-inf)\''
2,Desktop,4,0,0,0,0,0,2,2,2,2,4,4,6,6,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android app',8,6,2,0,0,0,2,0,4,4,4,2,8,8,4,2,'\'(6.666667-inf)\''
1,Desktop,6,4,2,0,0,0,0,0,2,4,2,4,8,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; iOS browser',6,2,6,2,2,2,2,0,4,4,2,6,4,8,6,0,'\'(6.666667-inf)\''
1,Desktop,2,2,0,0,0,0,0,0,4,4,2,4,6,6,0,4,'\'(6.666667-inf)\''
2,'Desktop; Other phone browser',4,4,0,0,0,0,0,0,4,4,4,2,8,8,4,0,'\'(6.666667-inf)\''
2,Desktop,4,2,2,0,2,0,0,0,4,4,2,4,8,8,2,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,0,2,0,2,2,4,2,4,2,0,8,6,8,2,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',4,4,0,0,0,0,2,0,4,2,2,4,8,8,0,4,'\'(6.666667-inf)\''
3,'Desktop; Android browser',4,2,2,0,2,0,4,0,6,0,2,6,6,8,4,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,0,0,0,0,0,0,0,2,0,0,8,6,6,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Android app',6,4,0,0,0,4,4,2,4,2,2,6,8,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',4,2,2,0,0,2,0,0,2,4,2,4,6,6,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',0,4,0,0,0,0,0,0,4,4,0,4,8,8,4,4,'\'(6.666667-inf)\''
1,Desktop,4,0,0,0,0,0,0,0,4,2,0,6,6,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Other phone browser',8,0,4,2,0,4,4,0,0,8,4,6,8,8,8,2,'\'(6.666667-inf)\''
2,Desktop,4,2,0,0,0,0,0,0,6,2,2,6,6,6,6,2,'\'(6.666667-inf)\''
2,Desktop,2,2,0,0,0,0,0,0,2,2,2,2,4,6,2,2,'\'(6.666667-inf)\''
2,Desktop,6,4,0,0,0,2,4,0,4,2,2,2,6,4,0,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,2,0,0,0,0,0,0,6,0,2,8,8,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,8,2,2,0,2,2,0,6,2,2,6,8,8,8,2,'\'(6.666667-inf)\''
3,'Desktop; iOS browser',6,6,0,0,0,0,2,0,2,2,2,4,6,8,4,2,'\'(6.666667-inf)\''
2,Desktop,8,8,4,0,0,0,4,4,8,2,0,6,8,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',8,4,2,0,0,4,6,0,2,4,2,8,8,6,6,4,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app',4,0,2,0,2,0,6,0,4,2,2,0,4,6,2,2,'\'(6.666667-inf)\''
3,Desktop,6,2,2,0,2,0,0,0,4,2,2,4,6,8,4,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',6,2,2,2,0,0,0,0,6,2,2,6,8,8,6,2,'\'(6.666667-inf)\''
2,'Desktop; Other phone browser',2,0,0,0,0,0,0,0,2,2,2,2,6,6,4,2,'\'(6.666667-inf)\''
2,Desktop,2,0,0,0,0,0,2,2,4,2,0,2,6,6,2,2,'\'(6.666667-inf)\''
2,Desktop,6,4,0,0,0,2,2,0,4,0,2,2,8,8,8,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',4,2,0,0,0,0,0,0,2,0,2,2,8,6,6,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',6,2,2,0,2,0,0,0,4,2,2,2,8,8,6,2,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',6,0,2,0,2,2,2,4,6,2,0,8,8,0,8,0,'\'(6.666667-inf)\''
3,Desktop,6,2,0,0,0,0,0,2,4,2,0,6,6,8,6,2,'\'(6.666667-inf)\''
1,'Desktop; Android browser',6,0,0,0,0,0,0,0,4,4,2,2,8,8,6,2,'\'(6.666667-inf)\''
1,'Desktop; iOS browser',4,4,0,0,0,0,0,0,2,4,2,4,8,6,6,2,'\'(6.666667-inf)\''
2,Desktop,4,0,0,0,0,0,0,0,0,0,0,2,8,6,4,0,'\'(6.666667-inf)\''
2,'Desktop; iOS browser',4,0,0,0,0,2,0,0,4,0,0,8,6,8,8,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,0,0,0,0,2,2,0,4,4,2,2,6,8,4,2,'\'(6.666667-inf)\''
3,Desktop,8,2,6,8,8,4,2,0,8,0,2,8,8,4,2,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,0,0,0,0,0,2,0,4,4,4,4,6,6,6,4,'\'(6.666667-inf)\''
2,'Desktop; iOS browser; Android browser',6,2,0,0,0,0,0,0,4,0,2,4,8,8,8,0,'\'(6.666667-inf)\''
2,Desktop,6,2,0,0,0,0,2,0,4,2,0,4,4,4,0,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser; Android app',4,4,2,0,0,4,0,0,4,2,4,4,8,8,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android browser',6,4,2,2,0,2,0,2,4,2,2,2,6,6,4,2,'\'(6.666667-inf)\''
2,Desktop,0,0,0,0,0,0,0,0,4,4,4,2,8,6,4,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',4,4,2,0,2,2,4,0,0,4,2,6,6,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android browser',8,2,4,0,0,2,0,0,4,2,2,4,6,6,6,0,'\'(6.666667-inf)\''
3,'Desktop; iOS browser; iOS app',4,2,0,0,0,0,0,4,4,0,0,8,8,8,8,0,'\'(6.666667-inf)\''
3,'Desktop; Android app',2,2,0,0,0,0,2,6,2,2,6,4,4,4,2,0,'\'(6.666667-inf)\''
1,'Desktop; iOS browser; Android browser',6,2,0,0,0,0,0,0,6,4,2,6,6,6,4,0,'\'(6.666667-inf)\''
3,'Desktop; Android browser; Android app',4,2,0,0,0,0,6,4,4,0,2,8,8,6,4,0,'\'(6.666667-inf)\''
2,Desktop,4,2,2,0,4,2,2,0,4,2,2,2,6,6,6,2,'\'(6.666667-inf)\''
2,Desktop,6,8,0,0,2,0,0,0,4,0,6,0,6,8,8,2,'\'(6.666667-inf)\''
3,Desktop,4,2,2,0,0,4,4,0,4,0,0,4,8,6,6,2,'\'(6.666667-inf)\''
2,'Desktop; Android app',2,0,0,0,0,0,4,8,2,2,0,8,4,6,6,0,'\'(6.666667-inf)\''
2,'Desktop; Android app',4,4,2,0,0,2,2,0,4,6,2,6,8,8,8,2,'\'(6.666667-inf)\''
2,'Desktop; Other phone browser',4,0,2,0,0,2,2,0,6,2,2,4,8,6,2,6,'\'(6.666667-inf)\''
2,Desktop,4,0,2,2,0,2,4,6,4,0,0,6,6,8,2,2,'\'(6.666667-inf)\''
